"attempt_id","DGP","replication","attempt_order","transition_label","sentinel","ess_bulk","ess_tail","mcse_over_sd","pass","fit_elapsed_seconds","chain_role","method","estimand","bulk_ess_per_second"
"one_root_exact_e9c8068","S04",16,1,"one-root partially collapsed scale update",TRUE,1120.51713435925,2732.93978948714,0.0298844601792332,TRUE,6554.04,"four_chain_sentinel","M01","log_q_1",0.170965867519766
"one_root_exact_e9c8068","S04",39,1,"one-root partially collapsed scale update",FALSE,277.058263615744,800.507890437334,0.0599154415569367,TRUE,1356.801,"one_chain_standard","M01","log_q_1",0.204199631055508
"one_root_exact_e9c8068","S04",91,1,"one-root partially collapsed scale update",FALSE,360.453335356143,747.65068160568,0.052770124697271,TRUE,1237.397,"one_chain_standard","M01","log_q_1",0.291299668058144
"one_root_exact_e9c8068","S04",96,1,"one-root partially collapsed scale update",TRUE,1547.17601110831,3098.37101760314,0.0254674073255239,TRUE,5119.01,"four_chain_sentinel","M01","log_q_1",0.302241255849922
"one_root_exact_e9c8068","S04",150,1,"one-root partially collapsed scale update",FALSE,224.344552086543,556.563479594215,0.0668309213379406,TRUE,1262.237,"one_chain_standard","M01","log_q_1",0.177735680451883
"one_root_exact_e9c8068","S04",164,1,"one-root partially collapsed scale update",FALSE,611.727147555499,676.819938701273,0.0413232545498137,TRUE,1108.507,"one_chain_standard","M01","log_q_1",0.551847798485259
"one_root_exact_e9c8068","S04",180,1,"one-root partially collapsed scale update",TRUE,744.405209425639,1488.79821858721,0.0369125387635074,TRUE,5001.316,"four_chain_sentinel","M01","log_q_1",0.148841866705811
"one_root_exact_e9c8068","S04",193,1,"one-root partially collapsed scale update",TRUE,993.954240939554,2096.23262152134,0.0317401352009361,TRUE,6585.836,"four_chain_sentinel","M01","log_q_1",0.150923017357182
"symmetric_rootwise_one_ASIS","S03",13,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,199.369185353969,414.478999867481,0.0708723010251304,FALSE,2201.317,"one_chain_standard","M01","log_q_1",0.090568139597327
"symmetric_rootwise_one_ASIS","S03",20,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,1533.95762242973,3191.22260421056,0.0255397787675589,TRUE,10313.121,"four_chain_sentinel","M01","log_q_1",0.148738449052399
"symmetric_rootwise_one_ASIS","S03",28,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,2233.01844559594,4234.34909130184,0.0211917987247777,TRUE,9988.414,"four_chain_sentinel","M01","log_q_1",0.223560862174509
"symmetric_rootwise_one_ASIS","S03",55,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,266.707197155905,599.084417172708,0.0612239906417525,TRUE,2233.909,"one_chain_standard","M01","log_q_1",0.119390358853429
"symmetric_rootwise_one_ASIS","S03",89,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,441.93929067515,918.340577598707,0.0476053422708303,TRUE,2312.439,"one_chain_standard","M01","log_q_1",0.191113923729512
"symmetric_rootwise_one_ASIS","S03",90,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,342.957478163751,879.611549793053,0.0541118896657108,TRUE,2575.2,"one_chain_standard","M01","log_q_1",0.133177026313976
"symmetric_rootwise_one_ASIS","S03",94,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,108.330437183045,277.256772936765,0.0964308466353841,FALSE,2629.037,"one_chain_standard","M01","log_q_1",0.0412053680427643
"symmetric_rootwise_one_ASIS","S03",97,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,398.166420371241,687.2616302225,0.05011257886882,TRUE,2375.737,"one_chain_standard","M01","log_q_1",0.167597011104866
"symmetric_rootwise_one_ASIS","S03",103,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,347.985440959241,845.180431467417,0.0536610381801595,TRUE,2506.926,"one_chain_standard","M01","log_q_1",0.138809618217387
"symmetric_rootwise_one_ASIS","S03",117,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,349.338742831996,663.499185264295,0.0535436879011765,TRUE,2720.29,"one_chain_standard","M01","log_q_1",0.128419669532291
"symmetric_rootwise_one_ASIS","S03",121,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,1805.98351336318,3621.57322011176,0.0235286300101093,TRUE,9912.788,"four_chain_sentinel","M01","log_q_1",0.182187242717506
"symmetric_rootwise_one_ASIS","S03",165,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,260.716597874907,503.917227629159,0.0619234100154638,TRUE,2445.007,"one_chain_standard","M01","log_q_1",0.106632250081455
"symmetric_rootwise_one_ASIS","S03",166,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,299.43701707775,803.119098433459,0.0580891084881713,TRUE,2496.09,"one_chain_standard","M01","log_q_1",0.119962428068599
"symmetric_rootwise_one_ASIS","S03",168,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,307.47917522226,321.273306889875,0.0573310002810914,TRUE,2556.791,"one_chain_standard","M01","log_q_1",0.120259800360006
"symmetric_rootwise_one_ASIS","S03",183,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,1033.12049057307,1865.27572421816,0.0311514637462447,TRUE,10202.204,"four_chain_sentinel","M01","log_q_1",0.10126444154352
"symmetric_rootwise_one_ASIS","S03",185,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,372.588989549573,787.608232310541,0.052456382221855,TRUE,2555.99,"one_chain_standard","M01","log_q_1",0.14577091050809
"symmetric_rootwise_one_ASIS","S03",192,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,346.773419590339,559.12207099506,0.0535701936497125,TRUE,2560.331,"one_chain_standard","M01","log_q_1",0.135440854948184
"symmetric_rootwise_one_ASIS","S04",16,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,1455.81763528891,3242.36618693833,0.0261977011061417,TRUE,9578.028,"four_chain_sentinel","M01","log_q_1",0.151995550158019
"symmetric_rootwise_one_ASIS","S04",39,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,419.688049195395,829.104004206019,0.0488673650918858,TRUE,2612.074,"one_chain_standard","M01","log_q_1",0.16067234281854
"symmetric_rootwise_one_ASIS","S04",91,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,337.473431769185,678.163434170228,0.0544094694088167,TRUE,2503.931,"one_chain_standard","M01","log_q_1",0.134777448647421
"symmetric_rootwise_one_ASIS","S04",96,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,2013.60039359891,3618.25298614764,0.022334994961783,TRUE,9200.591,"four_chain_sentinel","M01","log_q_1",0.218855548909729
"symmetric_rootwise_one_ASIS","S04",150,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,408.071991661077,819.959041942198,0.0495046064400322,TRUE,2485.822,"one_chain_standard","M01","log_q_1",0.164159779606535
"symmetric_rootwise_one_ASIS","S04",164,2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,823.222415147208,1422.73751091975,0.0349693480880529,TRUE,2499.902,"one_chain_standard","M01","log_q_1",0.329301874692371
"symmetric_rootwise_one_ASIS","S04",180,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,1196.21266357203,2160.75184035885,0.0290533467566235,TRUE,9514.582,"four_chain_sentinel","M01","log_q_1",0.125724142539528
"symmetric_rootwise_one_ASIS","S04",193,2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,1269.19710754913,2918.24679249018,0.0280680299398811,TRUE,10113.222,"four_chain_sentinel","M01","log_q_1",0.125498788373194
"symmetric_rootwise_two_ASIS","S03",13,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,117.728370364498,318.809415011155,0.0923454256542592,FALSE,2579.387,"one_chain_standard","M01","log_q_1",0.0456419957007219
"symmetric_rootwise_two_ASIS","S03",20,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,1368.93842596924,3318.42150184051,0.0270424497558424,TRUE,10075.408,"four_chain_sentinel","M01","log_q_1",0.135869279533815
"symmetric_rootwise_two_ASIS","S03",28,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,2049.47133723673,4309.24000256501,0.0221170371649424,TRUE,10060.156,"four_chain_sentinel","M01","log_q_1",0.203721625910844
"symmetric_rootwise_two_ASIS","S03",55,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,283.225113008122,523.76811582035,0.0594422538042078,TRUE,2473.963,"one_chain_standard","M01","log_q_1",0.114482356044986
"symmetric_rootwise_two_ASIS","S03",89,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,564.415944025569,1253.35042467915,0.042171895809688,TRUE,2614.42,"one_chain_standard","M01","log_q_1",0.215885719978263
"symmetric_rootwise_two_ASIS","S03",90,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,350.329995894477,766.054192001023,0.0536518751460224,TRUE,1912.881,"one_chain_standard","M01","log_q_1",0.183142597942306
"symmetric_rootwise_two_ASIS","S03",94,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,165.683925201272,366.900717746153,0.0776119878348206,FALSE,1802.957,"one_chain_standard","M01","log_q_1",0.091895660962115
"symmetric_rootwise_two_ASIS","S03",97,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,416.494561626741,710.686197169809,0.0490202388559345,TRUE,1791.299,"one_chain_standard","M01","log_q_1",0.232509794080576
"symmetric_rootwise_two_ASIS","S03",103,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,382.887066516466,680.688539557969,0.0514129568062969,TRUE,2415.057,"one_chain_standard","M01","log_q_1",0.158541627181663
"symmetric_rootwise_two_ASIS","S03",117,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,321.729630841811,677.307533471009,0.0559365470404182,TRUE,2626.186,"one_chain_standard","M01","log_q_1",0.122508318467089
"symmetric_rootwise_two_ASIS","S03",121,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,1554.69306049043,3467.43322821174,0.0253653436142975,TRUE,9991.675,"four_chain_sentinel","M01","log_q_1",0.155598842085079
"symmetric_rootwise_two_ASIS","S03",165,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,320.529281811002,626.385925002601,0.0558281699594692,TRUE,2713.969,"one_chain_standard","M01","log_q_1",0.118103516219604
"symmetric_rootwise_two_ASIS","S03",166,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,491.667827622361,1136.93149302329,0.0451166731943358,TRUE,1782.212,"one_chain_standard","M01","log_q_1",0.275875051689901
"symmetric_rootwise_two_ASIS","S03",168,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,437.292096799233,910.856079939252,0.047891031935433,TRUE,1744.163,"one_chain_standard","M01","log_q_1",0.250717448311444
"symmetric_rootwise_two_ASIS","S03",183,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,987.426928168449,2302.67987051371,0.0318042682356933,TRUE,7179.706,"four_chain_sentinel","M01","log_q_1",0.137530273268634
"symmetric_rootwise_two_ASIS","S03",185,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,412.242572452203,671.817174091445,0.049917601374091,TRUE,1784.857,"one_chain_standard","M01","log_q_1",0.230966723077649
"symmetric_rootwise_two_ASIS","S03",192,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,292.238510229474,619.936654814174,0.0586613157223784,TRUE,2525.869,"one_chain_standard","M01","log_q_1",0.115698205342191
"symmetric_rootwise_two_ASIS","S04",16,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,1476.6112613127,3152.38857004059,0.0260650494981212,TRUE,10025.502,"four_chain_sentinel","M01","log_q_1",0.147285518601732
"symmetric_rootwise_two_ASIS","S04",39,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,414.744114940022,907.065896897748,0.049102978086775,TRUE,2697.71,"one_chain_standard","M01","log_q_1",0.153739325183219
"symmetric_rootwise_two_ASIS","S04",91,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,398.189716724246,858.353601120768,0.0501480073802614,TRUE,2540.035,"one_chain_standard","M01","log_q_1",0.156765444855778
"symmetric_rootwise_two_ASIS","S04",96,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,2096.56814681103,4035.72488830976,0.0218740793891934,TRUE,9271.406,"four_chain_sentinel","M01","log_q_1",0.226132708114716
"symmetric_rootwise_two_ASIS","S04",150,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,445.818337205236,1012.58128965632,0.0474095395419152,TRUE,1798.39,"one_chain_standard","M01","log_q_1",0.247898585515509
"symmetric_rootwise_two_ASIS","S04",164,3,"symmetric rootwise partial collapse + two ASIS cycles",FALSE,671.843070183211,872.082084247218,0.0391163978422499,TRUE,1803.41,"one_chain_standard","M01","log_q_1",0.372540393023889
"symmetric_rootwise_two_ASIS","S04",180,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,1230.19328540507,2349.90956145501,0.0286245186616068,TRUE,7501.178,"four_chain_sentinel","M01","log_q_1",0.164000012452054
"symmetric_rootwise_two_ASIS","S04",193,3,"symmetric rootwise partial collapse + two ASIS cycles",TRUE,1193.87084903334,2767.83418725326,0.0289480898941968,TRUE,10387.672,"four_chain_sentinel","M01","log_q_1",0.114931511991651
