"source_method_id","calibration_scope","dgp_id","n","content","tolerance_confidence","cell_key","dgp_cells","passing_dgp_cells","calibration_replications","calibration_successes","observed_delivery","delivery_lower_bound","min_observed_delivery","min_delivery_lower_bound","all_dgp_cells_admissible","admissible","mean_width","median_width","width_q025","width_q975","screen","posterior_confidence","selection_rule","bound_method","bound_confidence","delivery_margin","input_results_digest"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,100,0.9,0.95,"n0100_c0900_t0950",8,6,8000,7741,0.967625,0.964178568708468,0.949,0.936033000232285,FALSE,FALSE,3.39286141886356,3.43405908940261,1.73780922022709,4.74662992380725,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,100,0.9,0.95,"n0100_c0900_t0950",8,6,8000,7741,0.967625,0.964178568708468,0.949,0.936033000232285,FALSE,FALSE,3.39286141886356,3.43405908940261,1.73780922022709,4.74662992380725,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,100,0.9,0.95,"n0100_c0900_t0950",8,6,8000,7741,0.967625,0.964178568708468,0.949,0.936033000232285,FALSE,FALSE,3.39286141886356,3.43405908940261,1.73780922022709,4.74662992380725,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,100,0.9,0.95,"n0100_c0900_t0950",8,8,8000,7914,0.98925,0.987152437478496,0.983,0.974609251223819,TRUE,TRUE,3.6261158673839,3.70434695967685,2.01175835183001,4.86249457625862,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","all_distribution_cell",NA,100,0.95,0.95,"n0100_c0950_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.956,0.943785270209138,FALSE,FALSE,5.46972560091123,4.95698954409606,3.15760384296983,11.062996018953,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","all_distribution_cell",NA,100,0.95,0.95,"n0100_c0950_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.956,0.943785270209138,FALSE,FALSE,5.46972560094818,4.95698954409606,3.15760384296983,11.062996018953,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","all_distribution_cell",NA,100,0.95,0.95,"n0100_c0950_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.956,0.943785270209138,FALSE,FALSE,5.46972560100086,4.95698954409606,3.15760384296983,11.0629960194615,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,100,0.95,0.95,"n0100_c0950_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.956,0.943785270209138,FALSE,FALSE,5.46972560100798,4.95698954409606,3.15760384296983,11.0629960194615,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,100,0.95,0.95,"n0100_c0950_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.956,0.943785270209138,FALSE,FALSE,5.46972560100827,4.95698954409606,3.15760384296983,11.0629960194615,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,100,0.95,0.95,"n0100_c0950_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.956,0.943785270209138,FALSE,FALSE,5.46972560100897,4.95698954409606,3.15760384296983,11.0629960194615,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,100,0.95,0.95,"n0100_c0950_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.956,0.943785270209138,FALSE,FALSE,5.46972560100897,4.95698954409606,3.15760384296983,11.0629960194615,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","all_distribution_cell",NA,500,0.9,0.95,"n0500_c0900_t0950",8,5,8000,7756,0.9695,0.966145501967955,0.95,0.93713659648762,FALSE,FALSE,2.73154986112372,2.84255727356441,1.35480115064079,3.65394434108569,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","all_distribution_cell",NA,500,0.9,0.95,"n0500_c0900_t0950",8,5,8000,7758,0.96975,0.966407992874477,0.95,0.93713659648762,FALSE,FALSE,2.73412298399694,2.84255727356441,1.37745916425115,3.65394434108569,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","all_distribution_cell",NA,500,0.9,0.95,"n0500_c0900_t0950",8,8,8000,7839,0.979875,0.977096305386273,0.968,0.957254500786603,TRUE,TRUE,2.75995770112486,2.87219671699254,1.37745916425115,3.68008673642393,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,500,0.9,0.95,"n0500_c0900_t0950",8,8,8000,7839,0.979875,0.977096305386273,0.968,0.957254500786603,TRUE,TRUE,2.75995770112486,2.87219671699254,1.37745916425115,3.68008673642393,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,500,0.9,0.95,"n0500_c0900_t0950",8,8,8000,7838,0.97975,0.976963516932605,0.968,0.957254500786603,TRUE,TRUE,2.75998079610993,2.87219671699254,1.37745916425115,3.68008673642393,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,500,0.9,0.95,"n0500_c0900_t0950",8,8,8000,7853,0.981625,0.978958161049742,0.969,0.95838992651992,TRUE,TRUE,2.76097702211668,2.87250429916638,1.37745916425115,3.6812345397874,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,500,0.9,0.95,"n0500_c0900_t0950",8,8,8000,7904,0.988,0.985797278984826,0.981,0.972244713954521,TRUE,TRUE,2.78758365134268,2.89742315443032,1.40604841214494,3.70706652507569,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","all_distribution_cell",NA,500,0.95,0.95,"n0500_c0950_t0950",8,6,8000,7750,0.96875,0.965358364117558,0.94,0.926150851549779,FALSE,FALSE,3.65102417593147,3.68558548627014,2.20535784178294,4.69803797522811,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","all_distribution_cell",NA,500,0.95,0.95,"n0500_c0950_t0950",8,6,8000,7750,0.96875,0.965358364117558,0.94,0.926150851549779,FALSE,FALSE,3.65102505029336,3.68558548627014,2.20535784178294,4.69803797522811,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","all_distribution_cell",NA,500,0.95,0.95,"n0500_c0950_t0950",8,6,8000,7758,0.96975,0.966407992874477,0.945,0.931630251350948,FALSE,FALSE,3.65390392852545,3.68676894369154,2.20535784178294,4.72097763152232,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,500,0.95,0.95,"n0500_c0950_t0950",8,6,8000,7758,0.96975,0.966407992874477,0.945,0.931630251350948,FALSE,FALSE,3.65403120651727,3.68676894369154,2.20535784178294,4.72097763152232,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,500,0.95,0.95,"n0500_c0950_t0950",8,6,8000,7758,0.96975,0.966407992874477,0.945,0.931630251350948,FALSE,FALSE,3.65403120651727,3.68676894369154,2.20535784178294,4.72097763152232,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,500,0.95,0.95,"n0500_c0950_t0950",8,8,8000,7845,0.980625,0.977893585441951,0.966,0.954990464278299,TRUE,TRUE,3.7243343768992,3.74852339721459,2.2874084657372,4.81998227407739,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,500,0.95,0.95,"n0500_c0950_t0950",8,8,8000,7845,0.980625,0.977893585441951,0.966,0.954990464278299,TRUE,TRUE,3.72433437690024,3.74852339721459,2.2874084657372,4.81998227407739,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","all_distribution_cell",NA,500,0.99,0.95,"n0500_c0990_t0950",8,0,8000,7263,0.907875,0.902383448801622,0.858,0.838561521896909,FALSE,FALSE,6.53064874807136,5.87231821138573,4.80279624614752,11.7270042970224,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","all_distribution_cell",NA,500,0.99,0.95,"n0500_c0990_t0950",8,1,8000,7512,0.939,0.934416416370774,0.872,0.853305551139376,FALSE,FALSE,7.11568841990772,6.41423111563897,4.80580541041495,13.1530386393168,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","all_distribution_cell",NA,500,0.99,0.95,"n0500_c0990_t0950",8,4,8000,7654,0.95675,0.952821269079027,0.931,0.916346379927089,FALSE,FALSE,7.45477448053108,6.55987007266345,4.80580541041495,15.6067798402624,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,500,0.99,0.95,"n0500_c0990_t0950",8,4,8000,7683,0.960375,0.956598504065928,0.952,0.939347509520833,FALSE,FALSE,7.56252416274804,6.55987007266345,4.80580541041495,15.833867922574,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,500,0.99,0.95,"n0500_c0990_t0950",8,5,8000,7687,0.960875,0.957120115683021,0.952,0.939347509520833,FALSE,FALSE,7.66276378343035,6.55987007266345,4.80580541041495,16.5218177648663,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,500,0.99,0.95,"n0500_c0990_t0950",8,5,8000,7687,0.960875,0.957120115683021,0.952,0.939347509520833,FALSE,FALSE,7.83648548272702,6.55987007266345,4.80580541041495,18.230015882873,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,500,0.99,0.95,"n0500_c0990_t0950",8,5,8000,7687,0.960875,0.957120115683021,0.952,0.939347509520833,FALSE,FALSE,7.84196291881505,6.55987007266345,4.80580541041495,18.3842108686547,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","all_distribution_cell",NA,1000,0.9,0.95,"n1000_c0900_t0950",8,4,8000,7696,0.962,0.958294320755927,0.934,0.919606848837846,FALSE,FALSE,2.61218918380963,2.72158516671049,1.27254451688778,3.52044933349181,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","all_distribution_cell",NA,1000,0.9,0.95,"n1000_c0900_t0950",8,4,8000,7696,0.962,0.958294320755927,0.934,0.919606848837846,FALSE,FALSE,2.61218918380963,2.72158516671049,1.27254451688778,3.52044933349181,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","all_distribution_cell",NA,1000,0.9,0.95,"n1000_c0900_t0950",8,8,8000,7865,0.983125,0.9805586083492,0.972,0.961811134974824,TRUE,TRUE,2.65183101564609,2.76297852615957,1.30426833915758,3.55721620224848,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,1000,0.9,0.95,"n1000_c0900_t0950",8,8,8000,7865,0.983125,0.9805586083492,0.972,0.961811134974824,TRUE,TRUE,2.65183101564609,2.76297852615957,1.30426833915758,3.55721620224848,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,1000,0.9,0.95,"n1000_c0900_t0950",8,8,8000,7865,0.983125,0.9805586083492,0.972,0.961811134974824,TRUE,TRUE,2.65183101564609,2.76297852615957,1.30426833915758,3.55721620224848,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,1000,0.9,0.95,"n1000_c0900_t0950",8,8,8000,7892,0.9865,0.984178303323956,0.975,0.965257479900637,TRUE,TRUE,2.66346515695776,2.77354808244281,1.31406730012375,3.56541703862869,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,1000,0.9,0.95,"n1000_c0900_t0950",8,8,8000,7891,0.986375,0.984043705470611,0.974,0.964105658496401,TRUE,TRUE,2.66501227109095,2.77384247263652,1.32699226255926,3.56620608710812,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","all_distribution_cell",NA,1000,0.95,0.95,"n1000_c0950_t0950",8,8,8000,7840,0.98,0.977229119599521,0.964,0.952734893354284,TRUE,TRUE,3.48645382764366,3.53891338007178,2.1059872251128,4.40024888713642,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","all_distribution_cell",NA,1000,0.95,0.95,"n1000_c0950_t0950",8,8,8000,7840,0.98,0.977229119599521,0.964,0.952734893354284,TRUE,TRUE,3.48645382764366,3.53891338007178,2.1059872251128,4.40024888713642,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","all_distribution_cell",NA,1000,0.95,0.95,"n1000_c0950_t0950",8,8,8000,7840,0.98,0.977229119599521,0.964,0.952734893354284,TRUE,TRUE,3.48645382764366,3.53891338007178,2.1059872251128,4.40024888713642,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,1000,0.95,0.95,"n1000_c0950_t0950",8,8,8000,7852,0.9815,0.978824989080722,0.964,0.952734893354284,TRUE,TRUE,3.49547549943867,3.53904137910923,2.13620214590498,4.40024888713642,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,1000,0.95,0.95,"n1000_c0950_t0950",8,8,8000,7876,0.9845,0.982029896218612,0.975,0.965257479900637,TRUE,TRUE,3.51468004613637,3.56298187077742,2.13620214590498,4.43446600720231,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,1000,0.95,0.95,"n1000_c0950_t0950",8,8,8000,7875,0.984375,0.981895962430546,0.973,0.962956930625638,TRUE,TRUE,3.51535596108468,3.56314973981234,2.13631300946831,4.43852239264073,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,1000,0.95,0.95,"n1000_c0950_t0950",8,8,8000,7909,0.988625,0.986474113831293,0.973,0.962956930625638,TRUE,TRUE,3.53629096689433,3.58946957677697,2.17327785282891,4.43852239264073,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","all_distribution_cell",NA,1000,0.99,0.95,"n1000_c0990_t0950",8,5,8000,7679,0.959875,0.956077046729996,0.924,0.908765447823737,FALSE,FALSE,6.16766891723092,5.69357786006365,4.61223594204409,10.5086023598851,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","all_distribution_cell",NA,1000,0.99,0.95,"n1000_c0990_t0950",8,5,8000,7701,0.962625,0.958947013104196,0.943,0.929435445084741,FALSE,FALSE,6.17018466541055,5.69456528509529,4.61223594204409,10.5086023598851,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","all_distribution_cell",NA,1000,0.99,0.95,"n1000_c0990_t0950",8,5,8000,7705,0.963125,0.959469355453117,0.943,0.929435445084741,FALSE,FALSE,6.1780717780875,5.71288052510834,4.61223594204409,10.5086023598851,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","all_distribution_cell",NA,1000,0.99,0.95,"n1000_c0990_t0950",8,5,8000,7705,0.963125,0.959469355453117,0.943,0.929435445084741,FALSE,FALSE,6.18853272580425,5.71288052510834,4.61223594204409,10.5821499738773,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","all_distribution_cell",NA,1000,0.99,0.95,"n1000_c0990_t0950",8,5,8000,7705,0.963125,0.959469355453117,0.943,0.929435445084741,FALSE,FALSE,6.18976768308872,5.71288052510834,4.61223594204409,10.5821499738773,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","all_distribution_cell",NA,1000,0.99,0.95,"n1000_c0990_t0950",8,5,8000,7705,0.963125,0.959469355453117,0.943,0.929435445084741,FALSE,FALSE,6.18976768308872,5.71288052510834,4.61223594204409,10.5821499738773,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","all_distribution_cell",NA,1000,0.99,0.95,"n1000_c0990_t0950",8,7,8000,7865,0.983125,0.9805586083492,0.95,0.93713659648762,FALSE,FALSE,6.51972659410193,6.00882697523421,4.76857219355848,11.1039178927309,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","asym_laplace_tau010",50,0.9,0.95,"n0050_c0900_t0950",1,NA,1000,967,0.967,0.956121379469628,NA,NA,NA,TRUE,4.63368839195075,4.3922479245842,2.8011493869662,7.40581721035122,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","asym_laplace_tau010",50,0.9,0.95,"n0050_c0900_t0950",1,NA,1000,967,0.967,0.956121379469628,NA,NA,NA,TRUE,4.63368839195075,4.3922479245842,2.8011493869662,7.40581721035122,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","asym_laplace_tau010",50,0.9,0.95,"n0050_c0900_t0950",1,NA,1000,967,0.967,0.956121379469628,NA,NA,NA,TRUE,4.63368839195075,4.3922479245842,2.8011493869662,7.40581721035122,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","asym_laplace_tau010",50,0.9,0.95,"n0050_c0900_t0950",1,NA,1000,967,0.967,0.956121379469628,NA,NA,NA,TRUE,4.63368839195075,4.3922479245842,2.8011493869662,7.40581721035122,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","asym_laplace_tau010",50,0.9,0.95,"n0050_c0900_t0950",1,NA,1000,967,0.967,0.956121379469628,NA,NA,NA,TRUE,4.63368839195075,4.3922479245842,2.8011493869662,7.40581721035122,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","asym_laplace_tau010",50,0.9,0.95,"n0050_c0900_t0950",1,NA,1000,967,0.967,0.956121379469628,NA,NA,NA,TRUE,4.63368839195075,4.3922479245842,2.8011493869662,7.40581721035122,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
