"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","DGP","replication","sentinel","candidate_id","candidate_order","case_role"
"training_t0200_upper",1,NA,2160.7220274076,2617.92416089991,0.00900788588622178,0.0225549687668111,TRUE,"S03",13,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0200_width",1,NA,355.51323400934,1070.47782232667,0.0479425412026528,0.054150792948385,TRUE,"S03",13,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h01_lower",1,NA,2551.10471157697,3196.02046199271,0.00954902844633375,0.0199189097366696,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h01_midpoint",1,NA,2877.1221164553,3977.82156667295,0.00595289619871347,0.0185579814536482,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h01_upper",1,NA,2635.39741636767,3373.49779858963,0.00841100613066136,0.0189739995796766,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h01_width",1,NA,2541.94894497197,2629.26103828707,0.0134395184507486,0.0202361850048751,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h05_lower",1,NA,2551.10471157697,3196.02046199271,0.00954902844633375,0.0199189097366696,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h05_midpoint",1,NA,2877.1221164553,3977.82156667295,0.00595289619871347,0.0185579814536482,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h05_upper",1,NA,2635.39741636767,3373.49779858963,0.00841100613066136,0.0189739995796766,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h05_width",1,NA,2541.94894497197,2629.26103828707,0.0134395184507486,0.0202361850048751,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h10_lower",1,NA,2551.10471157697,3196.02046199271,0.00954902844633375,0.0199189097366696,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h10_midpoint",1,NA,2877.1221164553,3977.82156667295,0.00595289619871347,0.0185579814536482,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h10_upper",1,NA,2635.39741636767,3373.49779858963,0.00841100613066136,0.0189739995796766,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h10_width",1,NA,2541.94894497197,2629.26103828707,0.0134395184507486,0.0202361850048751,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h20_lower",1,NA,2551.10471157697,3196.02046199271,0.00954902844633375,0.0199189097366696,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h20_midpoint",1,NA,2877.1221164553,3977.82156667295,0.00595289619871347,0.0185579814536482,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h20_upper",1,NA,2635.39741636767,3373.49779858963,0.00841100613066136,0.0189739995796766,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h20_width",1,NA,2541.94894497197,2629.26103828707,0.0134395184507486,0.0202361850048751,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"log_q_1",1,NA,283.225113008122,523.76811582035,0.026942915149733,0.0594422538042078,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"mean_lower",1,NA,1367.59388936449,2729.65789867291,0.00317560750899957,0.0271076495304006,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"mean_midpoint",1,NA,1735.41217094187,2905.61758282206,0.00189970828635632,0.0239276646857366,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"mean_upper",1,NA,1508.98153768608,2991.63759942101,0.00283723030661634,0.0257014400620374,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"mean_width",1,NA,1225.58044132346,2126.38194441309,0.00465818846757121,0.0285576707344344,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"observed_loss",1,NA,712.866180346785,2081.04686363368,0.189857613890913,0.0374816525050771,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"terminal_lower",1,NA,2551.10471157697,3196.02046199271,0.00954902844633375,0.0199189097366696,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"terminal_midpoint",1,NA,2877.1221164553,3977.82156667295,0.00595289619871347,0.0185579814536482,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"terminal_upper",1,NA,2635.39741636767,3373.49779858963,0.00841100613066136,0.0189739995796766,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"terminal_width",1,NA,2541.94894497197,2629.26103828707,0.0134395184507486,0.0202361850048751,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0001_lower",1,NA,872.939162074522,2273.72517644234,0.0171111456207729,0.0339890481148833,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0001_midpoint",1,NA,778.92272321647,1978.68857736592,0.013958228366135,0.0358707421801742,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0001_upper",1,NA,1129.74198658465,2318.21284469372,0.0168643968118937,0.029786006305183,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0001_width",1,NA,1562.06154318349,3189.66122148761,0.0186086778358223,0.0252684678196365,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0050_lower",1,NA,1933.47680788695,3572.64363160472,0.00861522111456152,0.0227669519943022,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0050_midpoint",1,NA,1545.2406199794,2691.09596923565,0.00650074043005997,0.0257921340141197,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0050_upper",1,NA,1926.69509108493,3308.40491569644,0.00727054940558035,0.0235184064441693,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0050_width",1,NA,2413.97998756828,3840.78810878255,0.00960728156175824,0.0203253361626933,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0100_lower",1,NA,2501.61865796945,3970.29146040466,0.00616095596366648,0.0201950686164998,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0100_midpoint",1,NA,2736.03486138841,4631.69910663792,0.0044041076768096,0.0191306198436571,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0100_upper",1,NA,2685.58641882254,4342.03672527106,0.00651905080181379,0.0192885937156152,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0100_width",1,NA,2585.17402255499,3620.43351467329,0.00885664051093506,0.0196765446813612,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0150_lower",1,NA,1647.87690256343,3125.87181086231,0.00918286093682046,0.0246185726485796,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0150_midpoint",1,NA,2815.67851661402,4363.64449502571,0.00410832809713469,0.0188340955451555,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0150_upper",1,NA,1699.53182631991,2635.59298867098,0.00696866892621485,0.0245010196721374,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0150_width",1,NA,1281.04613549547,2397.06204880055,0.0140000354614646,0.0280150598959108,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0200_lower",1,NA,2551.10471157697,3196.02046199271,0.00954902844633375,0.0199189097366696,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0200_midpoint",1,NA,2877.1221164553,3977.82156667295,0.00595289619871347,0.0185579814536482,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0200_upper",1,NA,2635.39741636767,3373.49779858963,0.00841100613066136,0.0189739995796766,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"training_t0200_width",1,NA,2541.94894497197,2629.26103828707,0.0134395184507486,0.0202361850048751,TRUE,"S03",55,FALSE,"current_rootwise1_ASIS2",1,"repaired_guard"
"future_h01_lower",1,NA,2713.58852890451,2984.70152119672,0.0107060051850324,0.0191269150448871,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h01_midpoint",1,NA,2926.12234848206,3934.3407020472,0.00608276254282038,0.018588656446034,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h01_upper",1,NA,3268.78563578505,3635.45523935271,0.00638658553984882,0.0177447850156411,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h01_width",1,NA,2786.93643231763,2786.32860077582,0.0128466444098118,0.0189958370673923,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h05_lower",1,NA,2713.58852890451,2984.70152119672,0.0107060051850324,0.0191269150448871,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h05_midpoint",1,NA,2926.12234848206,3934.3407020472,0.00608276254282038,0.018588656446034,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h05_upper",1,NA,3268.78563578505,3635.45523935271,0.00638658553984882,0.0177447850156411,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h05_width",1,NA,2786.93643231763,2786.32860077582,0.0128466444098118,0.0189958370673923,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h10_lower",1,NA,2713.58852890451,2984.70152119672,0.0107060051850324,0.0191269150448871,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h10_midpoint",1,NA,2926.12234848206,3934.3407020472,0.00608276254282038,0.018588656446034,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h10_upper",1,NA,3268.78563578505,3635.45523935271,0.00638658553984882,0.0177447850156411,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h10_width",1,NA,2786.93643231763,2786.32860077582,0.0128466444098118,0.0189958370673923,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h20_lower",1,NA,2713.58852890451,2984.70152119672,0.0107060051850324,0.0191269150448871,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h20_midpoint",1,NA,2926.12234848206,3934.3407020472,0.00608276254282038,0.018588656446034,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h20_upper",1,NA,3268.78563578505,3635.45523935271,0.00638658553984882,0.0177447850156411,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h20_width",1,NA,2786.93643231763,2786.32860077582,0.0128466444098118,0.0189958370673923,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"log_q_1",1,NA,165.683925201272,366.900717746153,0.0427744018509138,0.0776119878348206,FALSE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"mean_lower",1,NA,1672.4310710974,2870.34819900574,0.00266118178738842,0.024472952632284,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"mean_midpoint",1,NA,1616.64316252365,2955.71432712003,0.00204631497921703,0.0248791398410155,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"mean_upper",1,NA,1226.78100550337,2484.33834119175,0.00351112528252582,0.0285907967340085,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"mean_width",1,NA,1181.47352964428,2089.10827501455,0.00475391828562658,0.0290657926874078,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"observed_loss",1,NA,268.379863541138,680.723104722963,0.394013233604139,0.0612546923917084,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"terminal_lower",1,NA,2713.58852890451,2984.70152119672,0.0107060051850324,0.0191269150448871,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"terminal_midpoint",1,NA,2926.12234848206,3934.3407020472,0.00608276254282038,0.018588656446034,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"terminal_upper",1,NA,3268.78563578505,3635.45523935271,0.00638658553984882,0.0177447850156411,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"terminal_width",1,NA,2786.93643231763,2786.32860077582,0.0128466444098118,0.0189958370673923,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0001_lower",1,NA,1114.07080120832,1694.76680430917,0.0138432636195605,0.0320097982471247,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0001_midpoint",1,NA,468.913872759907,1179.91129285003,0.0204396977431324,0.0464036625879838,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0001_upper",1,NA,597.269657795865,1667.67316107919,0.0293837193819567,0.0410745844862105,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0001_width",1,NA,1470.27409053171,2377.90282666439,0.0207637595217319,0.0263380418094333,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0050_lower",1,NA,1919.25104683574,2117.89487246334,0.00995197417221999,0.0231211423432586,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0050_midpoint",1,NA,1935.47277050536,3021.92346012114,0.00658210460743279,0.0229530520105026,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0050_upper",1,NA,1778.07719719183,2557.89051935477,0.00850659567681399,0.024107794344874,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0050_width",1,NA,1895.43137195482,2455.379182209,0.0124478443256895,0.0230905050879608,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0100_lower",1,NA,2604.2750710929,2546.46285850993,0.00657481613060057,0.019721166591298,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0100_midpoint",1,NA,739.472804982403,883.645237324495,0.0104775717933406,0.0382079475647587,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0100_upper",1,NA,595.365068112632,928.412323182468,0.019264133185895,0.0432219649414516,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0100_width",1,NA,961.741182610558,1001.62807946897,0.01900501890608,0.0336596057986696,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0150_lower",1,NA,1855.14159196228,2011.03284665069,0.00812105130557863,0.0243879745676377,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0150_midpoint",1,NA,1354.17089216097,1731.95843508113,0.00747620878674689,0.0286056129402526,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0150_upper",1,NA,2089.91213607684,2224.80051044706,0.00837830468430494,0.0225110382954997,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0150_width",1,NA,2411.00479879209,3788.00217378249,0.0096760345238037,0.0203721436664801,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0200_lower",1,NA,2713.58852890451,2984.70152119672,0.0107060051850324,0.0191269150448871,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0200_midpoint",1,NA,2926.12234848206,3934.3407020472,0.00608276254282038,0.018588656446034,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0200_upper",1,NA,3268.78563578505,3635.45523935271,0.00638658553984882,0.0177447850156411,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"training_t0200_width",1,NA,2786.93643231763,2786.32860077582,0.0128466444098118,0.0189958370673923,TRUE,"S03",94,FALSE,"current_rootwise1_ASIS2",1,"persistent_hard"
"future_h01_lower",1,NA,636.040644921389,1874.10493688406,0.0291439434750856,0.0403780936022375,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h01_midpoint",1,NA,975.333132119723,2230.34811393671,0.0130245375126036,0.0325470413453222,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h01_upper",1,NA,2130.17436018446,3252.28808120104,0.00920978623358895,0.0221245431813345,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h01_width",1,NA,652.198581808827,1593.81761196139,0.0344927928994845,0.0398841767244123,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h05_lower",1,NA,636.040644921389,1874.10493688406,0.0291439434750856,0.0403780936022375,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h05_midpoint",1,NA,975.333132119723,2230.34811393671,0.0130245375126036,0.0325470413453222,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h05_upper",1,NA,2130.17436018446,3252.28808120104,0.00920978623358895,0.0221245431813345,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h05_width",1,NA,652.198581808827,1593.81761196139,0.0344927928994845,0.0398841767244123,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h10_lower",1,NA,636.040644921389,1874.10493688406,0.0291439434750856,0.0403780936022375,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h10_midpoint",1,NA,975.333132119723,2230.34811393671,0.0130245375126036,0.0325470413453222,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h10_upper",1,NA,2130.17436018446,3252.28808120104,0.00920978623358895,0.0221245431813345,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h10_width",1,NA,652.198581808827,1593.81761196139,0.0344927928994845,0.0398841767244123,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h20_lower",1,NA,636.040644921389,1874.10493688406,0.0291439434750856,0.0403780936022375,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h20_midpoint",1,NA,975.333132119723,2230.34811393671,0.0130245375126036,0.0325470413453222,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h20_upper",1,NA,2130.17436018446,3252.28808120104,0.00920978623358895,0.0221245431813345,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
"future_h20_width",1,NA,652.198581808827,1593.81761196139,0.0344927928994845,0.0398841767244123,TRUE,"S03",13,FALSE,"rootwise2_ASIS1",2,"persistent_hard"
