"run_id","cell_id","replication","method","failure_class","message_digest","intention_to_run_denominator","retry_count","source_file","wave_id"
"worker-04","C05M10",186,"M10","mcmc_diagnostic_warning","b9c67414efdaaaa7e2a03b8032127c39649b85927bb4b46434ce825ab9c6d4c6",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-04/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-04","C05M11",186,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-04/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-05","C05M11",51,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-05/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-05","C05M10",122,"M10","mcmc_diagnostic_warning","973b96ab5047e6e67c281ab5c34a701031d606e42e85acdbbc92dd39b5f7014a",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-05/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-05","C05M11",122,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-05/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-05","C05M11",188,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-05/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-06","C05M10",58,"M10","mcmc_diagnostic_warning","92a2d747e98e96fda7115a54c0bcdb034eaf92798220b1c12849cf780a7f3c69",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-06/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-06","C05M11",58,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-06/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-06","C05M11",129,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-06/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-06","C05M11",190,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-06/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-07","C05M11",74,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-07/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-07","C05M11",133,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-07/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-07","C05M11",198,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-07/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-08","C05M11",77,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-08/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-08","C05M11",139,"M11","simpleError","65a5d45e221eea87a4163c89c20d5e977a194324413e4310321e717b2c5e1c3b",TRUE,0,"waves/0003__local_level_skewed_T200__target0200__sentinel/workers/worker-08/failure_log.csv","local_level_skewed_T200__target0200__sentinel"
"worker-01","C07M01",17,"M01","mcmc_diagnostic_warning","129bc02f9264c831b82672e792bf9dad24b2f9bef3658c302fe3834316051b81",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-01/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-01","C07M01",145,"M01","mcmc_diagnostic_warning","6f4066c7384496d4c80f88857b845d0ad4daea638d3af59a6bdd534f25b2f92c",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-01/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-03","C07M03",32,"M03","mcmc_diagnostic_warning","1b87681da9a9ae0f9d48f9859256685a577829cea31c6c97ecd9028193a25820",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-03/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-03","C07M01",166,"M01","mcmc_diagnostic_warning","ccb1a6014edafc99e5a233ba382d4ad260dcd62219f97b47278339ba79f912bb",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-03/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-03","C07M03",166,"M03","simpleError","5ae4ae10c3e674ec21f420e19a3b7f51b60dd90f87bf25946a7d271554074396",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-03/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-04","C07M01",50,"M01","mcmc_diagnostic_warning","a519c5ebc735dde40b46b0e544a7fd32770f0be9263afd2884911314946dd8f4",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-04/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-04","C07M03",50,"M03","simpleError","5ae4ae10c3e674ec21f420e19a3b7f51b60dd90f87bf25946a7d271554074396",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-04/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-05","C07M01",56,"M01","mcmc_diagnostic_warning","561cd0d921be7fb3993508f6d650bda6c2f7871ef150b2c33242b38020cfd9bb",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-05/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-06","C07M03",58,"M03","simpleError","5ae4ae10c3e674ec21f420e19a3b7f51b60dd90f87bf25946a7d271554074396",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-06/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
"worker-08","C07M03",120,"M03","simpleError","5ae4ae10c3e674ec21f420e19a3b7f51b60dd90f87bf25946a7d271554074396",TRUE,0,"waves/0004__trend_seasonal_gaussian_T200__target0200__sentinel/workers/worker-08/failure_log.csv","trend_seasonal_gaussian_T200__target0200__sentinel"
