"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","candidate_id","candidate_order","transition_multiplier","method","DGP","replication","case_role","diagnostic_role","elapsed_seconds_group","bulk_effective_draws_per_second","tail_effective_draws_per_second"
"mean_lower",4,1.00024704987279,7920.79125248168,13246.0982203039,0.000645827391835297,0.0112013857026297,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.587187590324388,0.981965595008389
"mean_midpoint",4,1.00108179106177,4442.1352509032,8390.78948638388,0.00115648256793472,0.0150460362998576,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.329306329472531,0.622029706676752
"mean_upper",4,1.00180728664782,3100.59422698986,5684.92081159381,0.0025672808596952,0.0180571951603121,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.229854618646775,0.421437056745923
"mean_width",4,1.0021100805641,2849.4514484203,4920.74113502096,0.00289652179225512,0.0189172879485608,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.211236791427881,0.364786551946785
"observed_loss",4,1.00016723698195,5247.67369477457,11193.0127145744,0.058165671431988,0.0137547305559609,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.389022860648919,0.829765354854159
"terminal_lower",4,1.00004199062355,13966.1845436355,17956.3292895343,0.00359046115141031,0.00854186476299053,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.03534735189917,1.33114652191969
"terminal_midpoint",4,1.00002783508987,14604.5690860441,19044.2079028029,0.00323107173296018,0.00828499032696177,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.08267235633478,1.41179361905035
"terminal_upper",4,1.00003755883207,10666.7319959512,16234.1756916445,0.00639419920234853,0.00968883892780432,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.790750880522984,1.20347907190369
"terminal_width",4,1.00008783374025,9519.07886161139,15837.6983609408,0.00806327869968611,0.0102729352762354,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.705672552234748,1.17408723957113
"training_t0001_lower",4,0.999966235985947,15188.9672973839,18212.6210326255,0.00304228870550736,0.00819264118727681,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.12599522226677,1.35014605444728
"training_t0001_midpoint",4,1.00001462053163,16447.1520345759,16569.1736654821,0.00243059261663097,0.00799447598621336,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.21926752808384,1.22831328943967
"training_t0001_upper",4,1.00001907343961,13231.1771834684,11710.0375277135,0.00485694099705428,0.00907161187621916,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.980859462125284,0.868093666317985
"training_t0001_width",4,1.0000132368467,12072.3420188777,13062.9137486835,0.00643669734293627,0.00929684569435338,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.894952182639035,0.968385682970948
"training_t0050_lower",4,1.00012236040374,12777.1220855147,19223.4852284508,0.00332597454738972,0.00881983676902799,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.947199249358232,1.42508388481945
"training_t0050_midpoint",4,1.00000653483468,18225.4717214398,21418.9937374807,0.0019377273864444,0.00740799760222447,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.35109870737782,1.58784228986516
"training_t0050_upper",4,1.00007910543174,14019.8406611457,15967.5245660963,0.00321718668177933,0.00844147297068672,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.03932501086564,1.18371157306714
"training_t0050_width",4,1.00022635146093,10832.8781750153,14416.2014721147,0.005293071238664,0.0096440191117314,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.803067702342481,1.06870820530584
"training_t0100_lower",4,1.00011010778665,11206.1393367628,17025.8355037812,0.00202657831354205,0.00946161275201981,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.830738463399279,1.26216674623162
"training_t0100_midpoint",4,1.00014802693537,15737.6949301668,20014.6659792893,0.00177127473927839,0.00796670054309564,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.16667374113788,1.48373604516395
"training_t0100_upper",4,1.00007825379523,15718.5945486162,19957.6201382706,0.00307944525193718,0.0079778391509323,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.1652577832292,1.47950709771943
"training_t0100_width",4,0.999985837719273,13198.8307823372,18408.5650701144,0.00381398700543557,0.00870385174079863,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.978461544451346,1.36467186424885
"training_t0150_lower",4,1.00005212140195,12942.6010043841,18424.7623467396,0.00325966869438295,0.00877980504854245,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.959466605550704,1.36587260790289
"training_t0150_midpoint",4,1.00000223300663,11752.042130861,18273.7007496267,0.00224337849022872,0.00921947038461608,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.871207570083216,1.35467404296514
"training_t0150_upper",4,0.999978617372669,9344.18336849547,15230.8796788676,0.00348291230633737,0.0105290248816142,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.692707122407373,1.12910228941495
"training_t0150_width",4,1.00013036555106,9979.58337162176,15419.0655537523,0.0050874782892741,0.0100220182824262,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.739810875660678,1.14305296768488
"training_t0200_lower",4,1.00004199062355,13966.1845436355,17956.3292895343,0.00359046115141031,0.00854186476299053,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.03534735189917,1.33114652191969
"training_t0200_midpoint",4,1.00002783508987,14604.5690860441,19044.2079028029,0.00323107173296018,0.00828499032696177,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,1.08267235633478,1.41179361905035
"training_t0200_upper",4,1.00003755883207,10666.7319959512,16234.1756916445,0.00639419920234853,0.00968883892780432,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.790750880522984,1.20347907190369
"training_t0200_width",4,1.00008783374025,9519.07886161139,15837.6983609408,0.00806327869968611,0.0102729352762354,TRUE,"joint_ess1_x1",1,1,"M10","S05",129,"guard","four_chain_sentinel",13489.371,0.705672552234748,1.17408723957113
"future_h01_lower",1,,3947.05717758015,3592.51770756083,0.00372494214961259,0.0167745788348231,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.12666929968545,1.02546764021458
"future_h01_midpoint",1,,4091.37114087648,4703.88162210239,0.00610488452371782,0.0157364804777411,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.16786305610871,1.34270135306895
"future_h01_upper",1,,3991.66865616632,4503.16248758931,0.0117262480704717,0.0159434677718359,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.13940344086337,1.28540700020275
"future_h01_width",1,,3816.71585069077,4685.78248130725,0.0124013329589776,0.0163047829665035,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.08946396799665,1.33753503665469
"future_h05_lower",1,,3947.05717758015,3592.51770756083,0.00372494214961259,0.0167745788348231,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.12666929968545,1.02546764021458
"future_h05_midpoint",1,,4091.37114087648,4703.88162210239,0.00610488452371782,0.0157364804777411,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.16786305610871,1.34270135306895
"future_h05_upper",1,,3991.66865616632,4503.16248758931,0.0117262480704717,0.0159434677718359,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.13940344086337,1.28540700020275
"future_h05_width",1,,3816.71585069077,4685.78248130725,0.0124013329589776,0.0163047829665035,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.08946396799665,1.33753503665469
"future_h10_lower",1,,3947.05717758015,3592.51770756083,0.00372494214961259,0.0167745788348231,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.12666929968545,1.02546764021458
"future_h10_midpoint",1,,4091.37114087648,4703.88162210239,0.00610488452371782,0.0157364804777411,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.16786305610871,1.34270135306895
"future_h10_upper",1,,3991.66865616632,4503.16248758931,0.0117262480704717,0.0159434677718359,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.13940344086337,1.28540700020275
"future_h10_width",1,,3816.71585069077,4685.78248130725,0.0124013329589776,0.0163047829665035,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.08946396799665,1.33753503665469
"future_h20_lower",1,,3947.05717758015,3592.51770756083,0.00372494214961259,0.0167745788348231,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.12666929968545,1.02546764021458
"future_h20_midpoint",1,,4091.37114087648,4703.88162210239,0.00610488452371782,0.0157364804777411,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.16786305610871,1.34270135306895
"future_h20_upper",1,,3991.66865616632,4503.16248758931,0.0117262480704717,0.0159434677718359,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.13940344086337,1.28540700020275
"future_h20_width",1,,3816.71585069077,4685.78248130725,0.0124013329589776,0.0163047829665035,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.08946396799665,1.33753503665469
"log_q_1",1,,654.08875472556,1254.33346179979,0.0100336237979026,0.0394320124666123,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.186706623710625,0.358043711909036
"mean_lower",1,,2027.07953257373,3912.4670358764,0.00128787518298009,0.0217364394812465,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.578620520205318,1.1167957029839
"mean_midpoint",1,,1514.0824169468,3416.2160981159,0.00184700260267938,0.0257118457571438,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.432187855310812,0.975143157464497
"mean_upper",1,,838.744812105472,2196.63835655796,0.00449113108929002,0.0346380224795775,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.239415845161136,0.627020305888413
"mean_width",1,,583.710410844987,1656.54639461533,0.00597504517863483,0.0422467355594106,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.166617449461175,0.472853541853668
"observed_loss",1,,1703.23374629359,3167.14520329347,0.106059703313409,0.0242346752024679,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.486180231448715,0.904047017222197
"terminal_lower",1,,3947.05717758015,3592.51770756083,0.00372494214961259,0.0167745788348231,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.12666929968545,1.02546764021458
"terminal_midpoint",1,,4091.37114087648,4703.88162210239,0.00610488452371782,0.0157364804777411,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.16786305610871,1.34270135306895
"terminal_upper",1,,3991.66865616632,4503.16248758931,0.0117262480704717,0.0159434677718359,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.13940344086337,1.28540700020275
"terminal_width",1,,3816.71585069077,4685.78248130725,0.0124013329589776,0.0163047829665035,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.08946396799665,1.33753503665469
"training_t0001_lower",1,,4603.02130222899,4761.6453127492,0.00690030308806099,0.0147521476783925,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.31391123910676,1.35918973262878
"training_t0001_midpoint",1,,3469.38811072201,5083.69047841147,0.00689359087378469,0.0169700532772368,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.990320863667,1.4511160425198
"training_t0001_upper",1,,2357.20817714372,3763.51367041042,0.013931318599667,0.0207277138186594,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.672854221935428,1.07427765057043
"training_t0001_width",1,,2411.35204076835,3781.17727904759,0.0168577904263541,0.0204283255894146,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.688309338536912,1.07931964633532
"training_t0050_lower",1,,3637.19703251614,4877.77313257245,0.00447700050279826,0.0166569339804305,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.03822114782622,1.39233788416239
"training_t0050_midpoint",1,,2302.05115149487,3273.7207180402,0.00773654826105822,0.0209733843216711,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.657109902898575,0.934468507249086
"training_t0050_upper",1,,2031.24765359619,2865.83662209259,0.0149791013617825,0.0223060642943029,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.57981029116178,0.818039869897582
"training_t0050_width",1,,2024.65781636218,3546.43503304487,0.0158110754190494,0.0223133711408219,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.577929252461947,1.01231355293167
"training_t0100_lower",1,,3867.65424973847,4511.66198553744,0.00674862760499828,0.0161158867231974,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.10400409949213,1.28783314276164
"training_t0100_midpoint",1,,3653.59764734559,4838.85267251478,0.00594471558037164,0.016542841716742,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.04290262782333,1.38122821802285
"training_t0100_upper",1,,2765.65241822404,4455.00825793063,0.0102726306387262,0.0189053669076158,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.78944275013624,1.27166159704148
"training_t0100_width",1,,2591.23416716784,4106.63136615487,0.0127939522673863,0.0196324119848249,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.739655863367519,1.17221901715866
"training_t0150_lower",1,,3043.24837458694,4344.69892519116,0.00653498613834904,0.0181057141223807,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.868681237870195,1.2401743058585
"training_t0150_midpoint",1,,3756.4707782725,4289.94605816722,0.00603242302332676,0.0163862107526448,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.07226728943407,1.22454535204044
"training_t0150_upper",1,,3102.45977362552,3081.01983775483,0.0110988686392357,0.018197297255345,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.885582859125424,0.87946292813736
"training_t0150_width",1,,2499.87809821614,3127.02523317951,0.013598322561245,0.0199966569944775,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,0.713578694074793,0.892594956459447
"training_t0200_lower",1,,3947.05717758015,3592.51770756083,0.00372494214961259,0.0167745788348231,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.12666929968545,1.02546764021458
"training_t0200_midpoint",1,,4091.37114087648,4703.88162210239,0.00610488452371782,0.0157364804777411,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.16786305610871,1.34270135306895
"training_t0200_upper",1,,3991.66865616632,4503.16248758931,0.0117262480704717,0.0159434677718359,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.13940344086337,1.28540700020275
"training_t0200_width",1,,3816.71585069077,4685.78248130725,0.0124013329589776,0.0163047829665035,TRUE,"joint_ess1_x1",1,1,"M10","S05",104,"hard","one_chain_standard",3503.297,1.08946396799665,1.33753503665469
"future_h01_lower",4,0.999960101288569,20811.0833365704,22510.9991019343,0.0029514859777214,0.00696523042660693,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.824102721673197,0.891418064473724
"future_h01_midpoint",4,0.999975991018925,19552.4136831207,21473.3016647525,0.00281433635892341,0.00715497089508679,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.774260381881467,0.850326052663264
"future_h01_upper",4,0.999964412767372,16643.3217777532,20465.1657736683,0.00513915019765071,0.00774595247375562,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.659062603945611,0.810404655097238
"future_h01_width",4,1.00000644386232,16163.5226602925,19752.000225698,0.00620974337313273,0.00788243764208683,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.640062931888129,0.782163853809728
"future_h05_lower",4,0.999960101288569,20811.0833365704,22510.9991019343,0.0029514859777214,0.00696523042660693,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.824102721673197,0.891418064473724
"future_h05_midpoint",4,0.999975991018925,19552.4136831207,21473.3016647525,0.00281433635892341,0.00715497089508679,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.774260381881467,0.850326052663264
"future_h05_upper",4,0.999964412767372,16643.3217777532,20465.1657736683,0.00513915019765071,0.00774595247375562,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.659062603945611,0.810404655097238
"future_h05_width",4,1.00000644386232,16163.5226602925,19752.000225698,0.00620974337313273,0.00788243764208683,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.640062931888129,0.782163853809728
"future_h10_lower",4,0.999960101288569,20811.0833365704,22510.9991019343,0.0029514859777214,0.00696523042660693,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.824102721673197,0.891418064473724
"future_h10_midpoint",4,0.999975991018925,19552.4136831207,21473.3016647525,0.00281433635892341,0.00715497089508679,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.774260381881467,0.850326052663264
"future_h10_upper",4,0.999964412767372,16643.3217777532,20465.1657736683,0.00513915019765071,0.00774595247375562,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.659062603945611,0.810404655097238
"future_h10_width",4,1.00000644386232,16163.5226602925,19752.000225698,0.00620974337313273,0.00788243764208683,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.640062931888129,0.782163853809728
"future_h20_lower",4,0.999960101288569,20811.0833365704,22510.9991019343,0.0029514859777214,0.00696523042660693,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.824102721673197,0.891418064473724
"future_h20_midpoint",4,0.999975991018925,19552.4136831207,21473.3016647525,0.00281433635892341,0.00715497089508679,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.774260381881467,0.850326052663264
"future_h20_upper",4,0.999964412767372,16643.3217777532,20465.1657736683,0.00513915019765071,0.00774595247375562,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.659062603945611,0.810404655097238
"future_h20_width",4,1.00000644386232,16163.5226602925,19752.000225698,0.00620974337313273,0.00788243764208683,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.640062931888129,0.782163853809728
"log_q_1",4,1.00099996901216,573.018237076617,3195.96446062308,0.0135599850257499,0.0419394857673407,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.0226910767260922,0.126557708110371
"mean_lower",4,1.00002317610091,11087.3397237314,16262.9252786265,0.000543894929625622,0.00940480040420074,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.43905003380512,0.643999198298948
"mean_midpoint",4,1.00033624221804,1568.18820052806,11385.3406194637,0.00197704351563763,0.025310754231078,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.0620990336375224,0.450850637611385
"mean_upper",4,1.00051531470678,759.494693661532,2360.55356408014,0.00534541160371403,0.0366694214093573,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.030075399440785,0.0934760860524426
"mean_width",4,1.00055698141726,682.062725441344,2827.10610200403,0.00617162680927361,0.0392030428115594,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.0270091536945756,0.111951203858106
"observed_loss",4,1.00029091650791,3798.38369363326,12723.5312864505,0.0674481529904343,0.015888431035666,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.150413041419213,0.503841947719859
"terminal_lower",4,0.999960101288569,20811.0833365704,22510.9991019343,0.0029514859777214,0.00696523042660693,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.824102721673197,0.891418064473724
"terminal_midpoint",4,0.999975991018925,19552.4136831207,21473.3016647525,0.00281433635892341,0.00715497089508679,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.774260381881467,0.850326052663264
"terminal_upper",4,0.999964412767372,16643.3217777532,20465.1657736683,0.00513915019765071,0.00774595247375562,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.659062603945611,0.810404655097238
"terminal_width",4,1.00000644386232,16163.5226602925,19752.000225698,0.00620974337313273,0.00788243764208683,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.640062931888129,0.782163853809728
"training_t0001_lower",4,0.999983602175004,20989.6200339073,21611.325909529,0.00258603856539631,0.00690893886537188,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.831172636094006,0.855791705456904
"training_t0001_midpoint",4,0.999961447090724,20855.269385324,20259.3748021963,0.00214590681488298,0.00700449365721436,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.825852454853778,0.802255492608045
"training_t0001_upper",4,1.00017047877483,17350.5249154388,17166.10374599,0.00420162736233207,0.00773359416855332,TRUE,"joint_ess1_x2",2,2,"M10","S05",129,"guard","four_chain_sentinel",25253.021,0.687067298421001,0.679764363479126
