"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","DGP","replication"
"training_t0100_width",1,NA,603.070582668227,1065.48597685093,0.0132175778668694,0.0408708308941964,TRUE,"S01",147
"training_t0150_lower",1,NA,488.171813551259,729.110852325307,0.0063248043777095,0.045456252348224,TRUE,"S01",147
"training_t0150_upper",1,NA,418.026089240208,698.24118422195,0.00860064062432683,0.0492201675140748,TRUE,"S01",147
"training_t0150_midpoint",1,NA,504.344105035662,1103.05373677579,0.00491356318895485,0.0445614418704178,TRUE,"S01",147
"training_t0150_width",1,NA,334.312345709328,572.912455075361,0.0124847625353567,0.0552004055135171,TRUE,"S01",147
"training_t0200_lower",1,NA,520.548681837043,717.952530610879,0.0108645752316928,0.0441934021244829,TRUE,"S01",147
"training_t0200_upper",1,NA,505.874377839076,866.7203369293,0.0129552015530132,0.0446174147533027,TRUE,"S01",147
"training_t0200_midpoint",1,NA,559.291932638076,1004.2641636722,0.00810175971799639,0.0424315776258356,TRUE,"S01",147
"training_t0200_width",1,NA,450.707931731306,791.183712345584,0.0180488276197474,0.0476176752580966,TRUE,"S01",147
"future_h01_lower",1,NA,561.366389890567,889.93356283215,0.00806714028733511,0.0422590955141683,TRUE,"S01",147
"future_h01_upper",1,NA,403.48794539294,714.586966851249,0.0135039921344633,0.0497946691396482,TRUE,"S01",147
"future_h01_midpoint",1,NA,479.942892829042,846.198586176393,0.00754718094231836,0.0456605280888319,TRUE,"S01",147
"future_h01_width",1,NA,385.842521484366,684.93306406967,0.0169050200236578,0.0508106263777342,TRUE,"S01",147
"future_h05_lower",1,NA,563.676242469491,889.93356283215,0.00828352188064901,0.0421669112006818,TRUE,"S01",147
"future_h05_upper",1,NA,404.349473227042,706.396832548956,0.0138712376706057,0.0497278284968982,TRUE,"S01",147
"future_h05_midpoint",1,NA,480.257190501205,821.619335661251,0.00776610692057373,0.0456434740381413,TRUE,"S01",147
"future_h05_width",1,NA,392.347049865682,677.266177888506,0.0172663128039136,0.0504784312187203,TRUE,"S01",147
"future_h10_lower",1,NA,567.870753118251,916.706345730577,0.00855321365025486,0.0420381715082492,TRUE,"S01",147
"future_h10_upper",1,NA,405.365498059982,712.252379339664,0.0143319998485424,0.0496460849871746,TRUE,"S01",147
"future_h10_midpoint",1,NA,480.737239539498,821.619335661251,0.00804142785567521,0.0456209103829175,TRUE,"S01",147
"future_h10_width",1,NA,400.613144371759,688.134995656859,0.0176828320957574,0.0499763538814583,TRUE,"S01",147
"future_h20_lower",1,NA,573.504408425412,893.632509637566,0.00910277975538416,0.0418069656796177,TRUE,"S01",147
"future_h20_upper",1,NA,408.073737654946,714.627220415406,0.0152585537914802,0.0494893741107172,TRUE,"S01",147
"future_h20_midpoint",1,NA,482.112159606311,856.896858991636,0.00859693817863513,0.0455732440108144,TRUE,"S01",147
"future_h20_width",1,NA,415.183814820243,692.227525103694,0.0185164383644367,0.0490344264970915,TRUE,"S01",147
"mean_lower",1,NA,682.897074358686,1125.35024567132,0.00334632977814877,0.0382939739530431,TRUE,"S01",50
"mean_upper",1,NA,577.829542921487,1303.59988739641,0.0042766149307528,0.0416179825834269,TRUE,"S01",50
"mean_midpoint",1,NA,751.878762599606,1371.77399217559,0.00242877193541071,0.0364759981561934,TRUE,"S01",50
"mean_width",1,NA,503.784475184373,946.85377016065,0.00608528181598891,0.0445516914131295,TRUE,"S01",50
"observed_loss",1,NA,990.551315977144,1565.55442295347,0.0591315574165463,0.0321563366638446,TRUE,"S01",50
"training_t0001_lower",1,NA,678.290832136996,1145.26913522596,0.00714721739476094,0.038598826641852,TRUE,"S01",50
"training_t0001_upper",1,NA,815.405083195813,1327.64117994314,0.00688292419716043,0.0349042480906422,TRUE,"S01",50
"training_t0001_midpoint",1,NA,878.560774000342,1540.0690699555,0.00444774042598179,0.0338292174353404,TRUE,"S01",50
"training_t0001_width",1,NA,693.881353279436,1328.43108811575,0.0105456054405987,0.037954305090712,TRUE,"S01",50
"training_t0050_lower",1,NA,711.263828047598,1139.49691801577,0.00413847976591358,0.0376066578812237,TRUE,"S01",50
"training_t0050_upper",1,NA,803.589253302612,1126.54798000321,0.00432855695468048,0.0353844758548962,TRUE,"S01",50
"training_t0050_midpoint",1,NA,803.850934892991,1409.45948438327,0.00286174245134728,0.0353500545732058,TRUE,"S01",50
"training_t0050_width",1,NA,723.079203709717,1365.63493498631,0.00621237552773719,0.0371692871182058,TRUE,"S01",50
"training_t0100_lower",1,NA,719.518230410618,1211.09986297193,0.00412726175512018,0.0373871791392914,TRUE,"S01",50
"training_t0100_upper",1,NA,474.306143508702,768.185575251239,0.00682731391769359,0.046096307594394,TRUE,"S01",50
"training_t0100_midpoint",1,NA,666.528793713547,1130.99056372818,0.00349479565161634,0.0388747620022154,TRUE,"S01",50
"training_t0100_width",1,NA,434.300025443902,778.967929493329,0.00910341980597897,0.0480334410799884,TRUE,"S01",50
"training_t0150_lower",1,NA,584.029873893303,1054.32940160004,0.00509483249783608,0.0413911572095829,TRUE,"S01",50
"training_t0150_upper",1,NA,603.256979739233,1123.0468710728,0.00549945970892938,0.0408580895207238,TRUE,"S01",50
"training_t0150_midpoint",1,NA,719.759311192671,1330.6870820998,0.00342373385756408,0.0372742091878658,TRUE,"S01",50
"training_t0150_width",1,NA,475.158518428789,1002.71535194281,0.00831907729967085,0.0459425282848359,TRUE,"S01",50
"training_t0200_lower",1,NA,535.072473285777,944.757975671612,0.0115424253900998,0.0432767618092888,TRUE,"S01",50
"training_t0200_upper",1,NA,440.405943478352,671.168750742836,0.0187721315143202,0.0483794136672615,TRUE,"S01",50
"training_t0200_midpoint",1,NA,543.62674097893,861.480297321257,0.0101779825497151,0.0433053400092796,TRUE,"S01",50
"training_t0200_width",1,NA,408.2867609779,676.082432527999,0.023415019106611,0.0496470370687104,TRUE,"S01",50
"future_h01_lower",1,NA,567.619568278805,1022.34414982782,0.00776837223354002,0.0419143717507375,TRUE,"S01",50
"future_h01_upper",1,NA,554.272877765468,893.777752783094,0.00907700022989952,0.0428556337105332,TRUE,"S01",50
"future_h01_midpoint",1,NA,648.238253876394,1246.03380249681,0.00559487816941288,0.0393921081226269,TRUE,"S01",50
"future_h01_width",1,NA,464.690068834038,714.657317715884,0.0129657303227431,0.0465045517452557,TRUE,"S01",50
"future_h05_lower",1,NA,566.16949851929,1017.48417638725,0.00801268401708769,0.0419972530526523,TRUE,"S01",50
"future_h05_upper",1,NA,555.976333802254,874.147589513053,0.00932859430691776,0.0428082139971519,TRUE,"S01",50
"future_h05_midpoint",1,NA,648.507768926706,1190.64659538868,0.00575825570428742,0.0393923513582112,TRUE,"S01",50
"future_h05_width",1,NA,466.335957071315,707.577082214683,0.0133161313479324,0.0464154083327439,TRUE,"S01",50
"future_h10_lower",1,NA,562.723362901386,998.497722893884,0.00833512771512485,0.0421686364902964,TRUE,"S01",50
"future_h10_upper",1,NA,557.762463134672,847.408354592236,0.00964489932084505,0.0427486788993712,TRUE,"S01",50
"future_h10_midpoint",1,NA,647.635604482802,1231.84673043803,0.00597039613900402,0.0394343169847385,TRUE,"S01",50
"future_h10_width",1,NA,468.586249774608,732.720886964068,0.013756853242378,0.0463062949262533,TRUE,"S01",50
"future_h20_lower",1,NA,556.526795002971,999.892617355731,0.00898441001742769,0.0424655283338686,TRUE,"S01",50
"future_h20_upper",1,NA,561.603779753948,847.408354592236,0.0102828423817463,0.0426306103006783,TRUE,"S01",50
"future_h20_midpoint",1,NA,646.176077483444,1217.45888172504,0.0063984280773387,0.0395041658732011,TRUE,"S01",50
"future_h20_width",1,NA,472.750962590356,744.378145540058,0.0146463251381538,0.0460971308201554,TRUE,"S01",50
"mean_lower",1,NA,616.81576270119,1003.65949603926,0.00456663849889592,0.0403188730550837,TRUE,"S01",151
"mean_upper",1,NA,518.911300167661,954.033191261313,0.00431781266156669,0.0439220216510939,TRUE,"S01",151
"mean_midpoint",1,NA,729.07658547411,1238.24221975528,0.00274295423848184,0.0370392857679243,TRUE,"S01",151
"mean_width",1,NA,428.789820633061,842.798799246247,0.00732729376024642,0.0482638068440667,TRUE,"S01",151
"observed_loss",1,NA,870.132266466192,1486.51542679193,0.0653410715464947,0.0346868166179897,TRUE,"S01",151
"training_t0001_lower",1,NA,594.726216569915,1043.98587948151,0.00854025481779035,0.0411683715059529,TRUE,"S01",151
"training_t0001_upper",1,NA,566.046388510387,1014.49563651444,0.00887819811047324,0.041957510302546,TRUE,"S01",151
"training_t0001_midpoint",1,NA,675.757786851795,1208.91912131538,0.00562263720762071,0.0384697060996334,TRUE,"S01",151
"training_t0001_width",1,NA,519.77662734359,879.369152299968,0.0131597486130008,0.0438246257800617,TRUE,"S01",151
"training_t0050_lower",1,NA,592.597211919318,1086.08199833196,0.0053456790769164,0.0410573969634757,TRUE,"S01",151
"training_t0050_upper",1,NA,538.788835439959,1046.98824200166,0.00599697172333014,0.0429968566247319,TRUE,"S01",151
"training_t0050_midpoint",1,NA,721.806930239882,1210.5323525778,0.00346259667978544,0.0372254188510217,TRUE,"S01",151
"training_t0050_width",1,NA,478.593055588796,824.343169367444,0.0089437443522549,0.0457590584846205,TRUE,"S01",151
"training_t0100_lower",1,NA,476.899454162745,765.995367306373,0.00930810783829417,0.0461121039086051,TRUE,"S01",151
"training_t0100_upper",1,NA,523.099912127863,976.517254634988,0.00761303063338636,0.043782189374158,TRUE,"S01",151
"training_t0100_midpoint",1,NA,484.841566604513,1132.81825879187,0.00626996797352904,0.0454147012011998,TRUE,"S01",151
"training_t0100_width",1,NA,493.49516068505,780.127453898532,0.0115639158894536,0.0451074731096598,TRUE,"S01",151
"training_t0150_lower",1,NA,522.183916296491,944.794439114521,0.00842483925402886,0.0438305177368705,TRUE,"S01",151
"training_t0150_upper",1,NA,629.147347117865,1033.31448178852,0.00520665204222546,0.0400304570521992,TRUE,"S01",151
"training_t0150_midpoint",1,NA,686.76499938975,1216.47819035404,0.00446568757811244,0.0381749114674501,TRUE,"S01",151
"training_t0150_width",1,NA,474.017742418507,876.175531542313,0.0105795709665696,0.0459588461254103,TRUE,"S01",151
"training_t0200_lower",1,NA,631.151768495299,858.519368446644,0.0100588927093761,0.0398261277177566,TRUE,"S01",151
"training_t0200_upper",1,NA,691.552021738762,1223.04577560237,0.00640454083851788,0.0379865707149379,TRUE,"S01",151
"training_t0200_midpoint",1,NA,821.576568318904,1346.77705272064,0.00524502490611752,0.0349174451895092,TRUE,"S01",151
"training_t0200_width",1,NA,528.264893954848,810.251189989478,0.0133804237942155,0.0436002573516295,TRUE,"S01",151
"future_h01_lower",1,NA,623.710611186543,868.854152393002,0.0102247439773126,0.0400567421945544,TRUE,"S01",151
"future_h01_upper",1,NA,700.363511119124,1249.82479611812,0.00638469705005964,0.037739842904616,TRUE,"S01",151
"future_h01_midpoint",1,NA,819.817816845251,1312.86894486041,0.00529438776658895,0.0349536306423031,TRUE,"S01",151
"future_h01_width",1,NA,525.828433011906,812.396049186635,0.0135266669688514,0.0437068099836079,TRUE,"S01",151
"future_h05_lower",1,NA,623.82660448861,872.399998174229,0.0105161072808631,0.0400596498348592,TRUE,"S01",151
"future_h05_upper",1,NA,703.943774818511,1247.65727926071,0.00656867145251494,0.0376594410305168,TRUE,"S01",151
"future_h05_midpoint",1,NA,821.081078092393,1312.86894486041,0.00544273231048047,0.0349226654129797,TRUE,"S01",151
"future_h05_width",1,NA,528.354491906873,807.345135671698,0.0138932884438109,0.0436058217873006,TRUE,"S01",151
"future_h10_lower",1,NA,623.859752151463,875.974904169505,0.0108828457813117,0.0400637261394612,TRUE,"S01",151
"future_h10_upper",1,NA,707.152614371221,1249.82479611812,0.00680329799525403,0.0375707859038326,TRUE,"S01",151
"future_h10_midpoint",1,NA,823.083125146539,1346.77705272064,0.00563008918994313,0.0348874048207936,TRUE,"S01",151
"future_h10_width",1,NA,531.211034001771,772.472036963941,0.0143570462622902,0.0434898620196143,TRUE,"S01",151
"future_h20_lower",1,NA,623.61529653935,872.39999817423,0.0116238500628977,0.0400732337436252,TRUE,"S01",151
"future_h20_upper",1,NA,712.937818983851,1272.10935039584,0.00728616708482326,0.0374267717157057,TRUE,"S01",151
"future_h20_midpoint",1,NA,825.597045511241,1381.88644742674,0.00601079396641532,0.0348287277449632,TRUE,"S01",151
"future_h20_width",1,NA,535.742758452175,829.382704257567,0.015300719440423,0.0432878555415711,TRUE,"S01",151
"mean_lower",1,NA,526.10019618179,1022.24039232935,0.00470959159997527,0.0437324358351735,TRUE,"S01",72
"mean_upper",1,NA,479.099102421925,719.371289759203,0.00518017797113004,0.0456924098166055,TRUE,"S01",72
"mean_midpoint",1,NA,503.361552997436,1131.51644974737,0.00348140847129947,0.0445981745804811,TRUE,"S01",72
"mean_width",1,NA,494.642067471115,847.565257308557,0.00704373000125027,0.0449768598572266,TRUE,"S01",72
"observed_loss",1,NA,953.396510326172,1283.90973426649,0.0591543147387759,0.0340591753419667,TRUE,"S01",72
"training_t0001_lower",1,NA,443.113198458086,726.10614178844,0.0115311436156745,0.0475938691564761,TRUE,"S01",72
"training_t0001_upper",1,NA,397.435839549297,874.26432992158,0.013010144223324,0.0496852068657392,TRUE,"S01",72
"training_t0001_midpoint",1,NA,547.691789202965,1047.47573542044,0.00780704604388519,0.0427565211327893,TRUE,"S01",72
"training_t0001_width",1,NA,367.155594311164,731.294173322605,0.0181932854895805,0.0522647418987591,TRUE,"S01",72
"training_t0050_lower",1,NA,481.186194180081,628.483526456271,0.00762496914758497,0.0458135694779918,TRUE,"S01",72
"training_t0050_upper",1,NA,434.240855542802,926.561234043624,0.0079515762991833,0.0478806733076595,TRUE,"S01",72
"training_t0050_midpoint",1,NA,547.727052017265,1107.25800759654,0.0050656813538478,0.0426946915634871,TRUE,"S01",72
"training_t0050_width",1,NA,392.475736200143,692.80775804501,0.0117923553826142,0.0506293101458078,TRUE,"S01",72
"training_t0100_lower",1,NA,540.545671083176,1078.97499230758,0.00567826989161418,0.0429846972473349,TRUE,"S01",72
"training_t0100_upper",1,NA,406.719892770377,891.655471095888,0.00724567223236901,0.0496658175199799,TRUE,"S01",72
"training_t0100_midpoint",1,NA,465.092797237306,773.656775101819,0.00450648313787577,0.0464035818896109,TRUE,"S01",72
"training_t0100_width",1,NA,463.96588616186,802.777965322149,0.0092301907842373,0.0463003111790329,TRUE,"S01",72
"training_t0150_lower",1,NA,755.181566144588,1158.70681797892,0.00559450261560162,0.0363391798315307,TRUE,"S01",72
"training_t0150_upper",1,NA,466.129334219452,1032.13589654501,0.00918464678472711,0.0463015519506678,TRUE,"S01",72
"training_t0150_midpoint",1,NA,610.139133391443,1197.35540911745,0.00516223176188465,0.0405240910576614,TRUE,"S01",72
"training_t0150_width",1,NA,445.120340908435,1147.07470158108,0.0117448941884293,0.0474793505903783,TRUE,"S01",72
"training_t0200_lower",1,NA,544.647166118885,1240.0872938166,0.00791631917046736,0.0426529076239376,TRUE,"S01",72
"training_t0200_upper",1,NA,460.380965392725,800.231109825685,0.0127278831804726,0.0463572991705486,TRUE,"S01",72
"training_t0200_midpoint",1,NA,557.99664191373,914.068744285666,0.00718481717506741,0.0421069362582544,TRUE,"S01",72
"training_t0200_width",1,NA,435.204905369706,783.499228686139,0.0154011728533604,0.0479420757725508,TRUE,"S01",72
"future_h01_lower",1,NA,636.739581745722,1334.51248052967,0.00736778323838574,0.0395605670845058,TRUE,"S01",72
"future_h01_upper",1,NA,435.658804350652,820.628676294178,0.0126240425672801,0.0465502544002162,TRUE,"S01",72
"future_h01_midpoint",1,NA,495.611326905044,1100.61009645078,0.00761047747878079,0.0443374428454992,TRUE,"S01",72
"future_h01_width",1,NA,410.773337247832,830.512874993006,0.0154864535170078,0.0493170450474673,TRUE,"S01",72
"future_h05_lower",1,NA,632.88383583807,1285.22264064266,0.0076241787445716,0.0396583604317114,TRUE,"S01",72
"future_h05_upper",1,NA,430.205704774688,820.628676294178,0.0130385273471441,0.0466350554326913,TRUE,"S01",72
"future_h05_midpoint",1,NA,496.17775991398,1094.97391613515,0.00786129784732631,0.0443620134178951,TRUE,"S01",72
"future_h05_width",1,NA,405.122257663315,830.512874993006,0.016068210744187,0.0496718550368485,TRUE,"S01",72
"future_h10_lower",1,NA,629.473113723548,1247.29670817468,0.00795145703417133,0.039784189880342,TRUE,"S01",72
"future_h10_upper",1,NA,424.507688265563,826.977049365709,0.0136131377628336,0.0469179364505999,TRUE,"S01",72
"future_h10_midpoint",1,NA,495.973145439471,1089.39516702488,0.00817886203315542,0.0443983557622003,TRUE,"S01",72
"future_h10_width",1,NA,397.768893070953,830.340906361924,0.0168033211948956,0.0500929101324893,TRUE,"S01",72
"future_h20_lower",1,NA,620.187173869263,1259.07087275949,0.0086253438731344,0.0400394113620864,TRUE,"S01",72
"future_h20_upper",1,NA,414.471702907602,808.21991227611,0.0147744543580664,0.0474348621941973,TRUE,"S01",72
"future_h20_midpoint",1,NA,495.279226311528,1089.39516702488,0.00882560364400424,0.0444837461977155,TRUE,"S01",72
"future_h20_width",1,NA,388.573186861404,796.485528341816,0.0182470780510556,0.0507281444728738,TRUE,"S01",72
"mean_lower",1,NA,423.318233260137,971.286836258939,0.00512985357986288,0.0485952479401395,TRUE,"S01",180
"mean_upper",1,NA,543.963194640033,872.623228928643,0.00403051079139049,0.0430011824994487,TRUE,"S01",180
"mean_midpoint",1,NA,481.577607591135,784.44786850573,0.00324743211956114,0.0455889567815886,TRUE,"S01",180
"mean_width",1,NA,460.191361573587,971.444363837254,0.00652956783326343,0.0466859267182743,TRUE,"S01",180
"observed_loss",1,NA,1008.49468872565,1552.77028572007,0.0595739774629102,0.0318868081974225,TRUE,"S01",180
"training_t0001_lower",1,NA,542.362037045522,1025.71601816374,0.011387605921087,0.0428431820748325,TRUE,"S01",180
"training_t0001_upper",1,NA,701.456830465679,1295.40906754911,0.00849328269349066,0.0378157704931909,TRUE,"S01",180
"training_t0001_midpoint",1,NA,719.422131699547,1375.69998295308,0.00656859276264608,0.0373340335336293,TRUE,"S01",180
"training_t0001_width",1,NA,537.317354672973,1171.01920436859,0.0148563461725465,0.0431822433543134,TRUE,"S01",180
"training_t0050_lower",1,NA,545.443162059952,970.003774204647,0.00535085860148386,0.0428045894840128,TRUE,"S01",180
"training_t0050_upper",1,NA,614.744067392481,979.362404422973,0.00457633303019552,0.0403580563307201,TRUE,"S01",180
"training_t0050_midpoint",1,NA,589.485114618773,1410.95960150601,0.00350869373029265,0.0413034689254319,TRUE,"S01",180
"training_t0050_width",1,NA,548.559092063535,952.826551454276,0.00717539504933016,0.0428017803012348,TRUE,"S01",180
"training_t0100_lower",1,NA,722.717309967302,1237.03760010858,0.00679317544562268,0.037135347166565,TRUE,"S01",180
"training_t0100_upper",1,NA,904.366646412211,1503.10454915907,0.00581696311927402,0.0332417400788382,TRUE,"S01",180
"training_t0100_midpoint",1,NA,935.694257381238,1095.85488542045,0.00418747366231609,0.032748832999748,TRUE,"S01",180
"training_t0100_width",1,NA,692.612706245993,1074.18757189563,0.00955534550227115,0.0381389398197215,TRUE,"S01",180
"training_t0150_lower",1,NA,442.961571392754,1019.54790983057,0.00741502009173074,0.04775014645411,TRUE,"S01",180
"training_t0150_upper",1,NA,575.68545121571,1036.67840214219,0.00533331908301497,0.0417224300112344,TRUE,"S01",180
"training_t0150_midpoint",1,NA,497.317515738363,899.633917444976,0.00454241706307489,0.0449767109020643,TRUE,"S01",180
"training_t0150_width",1,NA,482.366147163867,1234.98984226737,0.00912847695106911,0.0455802650510169,TRUE,"S01",180
"training_t0200_lower",1,NA,469.642584102205,992.400158693239,0.0108580037695659,0.0464337203086887,TRUE,"S01",180
"training_t0200_upper",1,NA,601.959920418564,1072.62852881155,0.00764075909699294,0.0407461056294406,TRUE,"S01",180
"training_t0200_midpoint",1,NA,519.237582346465,915.369197971964,0.00660392990311353,0.0439522347175042,TRUE,"S01",180
"training_t0200_width",1,NA,505.248050103684,1063.3404647461,0.0133071707013895,0.0445092275116046,TRUE,"S01",180
"future_h01_lower",1,NA,454.023989296119,1011.71166982387,0.0111966509310631,0.0473481970050733,TRUE,"S01",180
"future_h01_upper",1,NA,584.741134207242,998.815746395702,0.00772838904462825,0.0413408699577057,TRUE,"S01",180
"future_h01_midpoint",1,NA,487.084879143486,911.684047478322,0.00689370674492228,0.0454776560850687,TRUE,"S01",180
"future_h01_width",1,NA,501.02598842428,1116.80943135151,0.013387493849424,0.0446685332132042,TRUE,"S01",180
"future_h05_lower",1,NA,455.949029831617,1058.66418124857,0.0114885232259455,0.0472599446233409,TRUE,"S01",180
"future_h05_upper",1,NA,586.762828862621,1006.61092235314,0.00792823448832317,0.041272018167588,TRUE,"S01",180
"future_h05_midpoint",1,NA,488.531890669035,915.58887782694,0.00707211003155085,0.0453968479650078,TRUE,"S01",180
"future_h05_width",1,NA,502.30155570761,1113.89956706088,0.0137407090596305,0.0446006152018765,TRUE,"S01",180
"future_h10_lower",1,NA,457.704793120127,1050.91019836549,0.0118554703375386,0.0471543190411247,TRUE,"S01",180
