"root_path","artifact_class","path","bytes","sha256","promotion_status","disposition","recoverability"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M09__S05_rep0077__one_chain_standard__chain01.rds",2095207,"3420199fe30fd9c6de94c7cd8b9f512cba09c1ae8b30b7193c4ef0a11b356b64","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M09__S05_rep0113__four_chain_sentinel__chain01.rds",2090810,"e7e4929901b5022a3391fc80e07da6faabcf9c0a9f75c77fd9f2754a7ca362e2","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M09__S05_rep0113__four_chain_sentinel__chain02.rds",2090525,"f6d6ecf36c60d55f380151c7f557002f6f3953ddeba0a1b3519e4ecab5b1e60b","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M09__S05_rep0113__four_chain_sentinel__chain03.rds",2090041,"55da783b6dd3c101c16d7628403f4ecde98758bd89e995880afbf3cfff84e054","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M09__S05_rep0113__four_chain_sentinel__chain04.rds",2090299,"fcf5a3ded7bf10834751f099fb449f2436d891958f0a0e093a0a4abb3e52bee1","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M10__S05_rep0104__one_chain_standard__chain01.rds",2080009,"436cc5d76a3e6e1c46fee755d15573e4fec5a4db7236c12e31da8ca7d661e1fb","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M10__S05_rep0129__four_chain_sentinel__chain01.rds",2088084,"87ac08b9f764e9dc1d82835998f7f9d1afb29f50a792a4732faeb8b5ba1df07b","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M10__S05_rep0129__four_chain_sentinel__chain02.rds",2087876,"1ce4f1e22540b823b17f87e702f878384d52147419d8993e8c15a8d1d6e18107","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M10__S05_rep0129__four_chain_sentinel__chain03.rds",2088312,"9d4ee13910c0a37e34a08d415668f18ffb29d37274b3dbcc2b19e163a5509cfd","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M10__S05_rep0129__four_chain_sentinel__chain04.rds",2087609,"3db4d312db3c58a59886d3050199b6b85f4cd449704ad9e5fa76b7145b91178a","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M11__S05_rep0074__four_chain_sentinel__chain01.rds",3159403,"1bd3201d5c0acabd6c3cc5bf0dfc24ee6071d3c16b8f23429e58f16396689eb1","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M11__S05_rep0074__four_chain_sentinel__chain02.rds",3159847,"dee38f3a243dede8bb8b9f347719ad3647229af9cf7b8430733c9e3f0b3165d3","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M11__S05_rep0074__four_chain_sentinel__chain03.rds",3159529,"f23c0e01554fd21b7e5286efeb139abfbb50b686ce71b897c22e08295e996be3","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M11__S05_rep0074__four_chain_sentinel__chain04.rds",3159529,"0d6f10172e3136abe6a9c9103c9623ea593fa3addc7f88f41d08b13c9809d4d0","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M11__S05_rep0172__one_chain_standard__chain01.rds",3191740,"22f0534d565e62284b9efe158ed4548ab20c17425198643427e218773e916e9c","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x2__M11__S05_rep0190__one_chain_standard__chain01.rds",3194712,"52c08ed8edfb7e99ba6a215e757b3d7a8f5b43f14e94331d09e930599fb19b97","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M01__S05_rep0186__one_chain_standard__chain01.rds",2101376,"b01ead66ea9e5a3a0f18524f5f2fd598dc9875d75d3cc690a1871d2fea35dff4","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M01__S05_rep0188__four_chain_sentinel__chain01.rds",2090968,"1d7f21962d88c199e2536ff6048fc6fa33a4d7be80c1a77c4ce9751a84cecb4d","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M01__S05_rep0188__four_chain_sentinel__chain02.rds",2090789,"930de3e88b04403ae41e60d4ecc039c9a8fdfa40778bfc05fb8f87891b3396d9","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M01__S05_rep0188__four_chain_sentinel__chain03.rds",2090891,"cf06b9e1bcc875dd2219d1859dd79e47fed9376b1a90c79c554136b9ae0057ec","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M01__S05_rep0188__four_chain_sentinel__chain04.rds",2090704,"59d9059022d1a540f245601ac3c325e058ba1aaf4846272e4c53ee268cbb1e4d","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M02__S06_rep0041__four_chain_sentinel__chain01.rds",1348416,"d0d4db38f7c0525c4ed71a152252d4ca633f15086ab62f5ad4a05768939fd824","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M02__S06_rep0041__four_chain_sentinel__chain02.rds",1348380,"4a47e31e116ddd75811da4d9ce5c631eadbae1fd06536241a3dc2f21b6966f60","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M02__S06_rep0041__four_chain_sentinel__chain03.rds",1348409,"aff5837efeb49610a8f0f29115d0c36f4ea6e1564b8ad254fcdcabf50efb2e18","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M02__S06_rep0041__four_chain_sentinel__chain04.rds",1348403,"25501857651a45a4894403e7ce141d4ae812b00753a89969d5c0918badc3b448","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M02__S06_rep0194__one_chain_standard__chain01.rds",1353949,"7bf5d9411adac31a7688f2601eda72d65d66521a6a0683573056b215c32ed2c6","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M09__S05_rep0077__one_chain_standard__chain01.rds",2095312,"27a12df381a4fb2c29c120c5eeaf5398f0a4683839cf9e05949b67c7fd4e00b8","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M09__S05_rep0113__four_chain_sentinel__chain01.rds",2090683,"62b7b9c61f34d2814503887c32c1d8fbdc65078a15ec08d1d3d49097d0d86703","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M09__S05_rep0113__four_chain_sentinel__chain02.rds",2090698,"90582c8414affc85524a40fd4d85b7a4bf95654fb832d38f1e7bdc237f066b67","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M09__S05_rep0113__four_chain_sentinel__chain03.rds",2090053,"271f9a954cd2444aac1c0338100baf2d2be938ae2b5970a56b3c95d8d1a99203","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M09__S05_rep0113__four_chain_sentinel__chain04.rds",2089910,"a233109c8351d16bb613cfe7caa1a40732c43c4a41f67578b0ac27b3620c56aa","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac","obsolete_heavy_RDS_chain_or_validation_evidence","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/rqr_dlm_skewed_recovery_20260803/application/cache/rqr_dlm_skewed_candidates_20260803_5086fac/job_results/whole_scan_x4__M10__S05_rep0104__one_chain_standard__chain01.rds",2079587,"22ffbf28047c81323321d51c276a5cc84bf34dbe817dd33c647577a9ea007225","terminal_or_superseded_not_promotable","deleted_after_sha256_capture","regenerate_from_committed_source_and_frozen_contract"
