"fixture_id","learning_rate_mode","estimand","rhat","ess_bulk","ess_tail","mcse_mean","pass"
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t023",1.00011891852078,16275.2185410293,15096.8913885851,0.00305881334761237,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t024",0.999975050404472,17492.618081093,17006.2633466685,0.00292993523065258,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t025",1.00006082614521,17369.3031336902,16293.6667136202,0.00312846486364359,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t026",1.00004239140198,16980.8267428506,15781.5926342241,0.00323265644598131,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t027",1.00003078818556,16289.1032454127,14799.4972278619,0.00323205623765356,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t028",1.00013630350446,16216.1305976221,15573.8883246575,0.00319853379027262,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t029",1.0001762940391,17019.3102675871,15537.4960242266,0.00348620042532614,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t030",0.999964664852405,16055.3247086635,15974.6825018072,0.00358927807737483,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t031",0.999987294471209,16927.0273959436,15831.0760284309,0.00346377033051926,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t032",1.00009679782601,16959.7505225838,15542.7127910352,0.00341150902104255,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t033",1.00000255084931,17302.5205186506,16070.7591976416,0.00390868413112306,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t034",1.0002109238182,16768.816687865,16574.4203611012,0.00397995269655708,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t035",0.99996468955609,17085.2826743537,16122.7925286398,0.00391862767431749,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t036",1.00009089864695,17874.5407585134,18034.7847960432,0.0037595353833509,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t001",1.00000442874806,19905.8715915367,20581.1782857199,0.00346577489730896,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t002",1.00020183216184,17963.1734999093,19078.1449303308,0.00332572408028183,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t003",1.0001445113499,18461.4628560798,19146.5515552902,0.00318615511838996,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t004",0.999967115919517,19083.5770474414,20327.5767166294,0.00309484259527036,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t005",1.00009095319932,18375.7775036997,18968.4803177549,0.00270533887683058,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t006",1.00008336524214,17434.4150896726,19582.8615735224,0.00268017046463185,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t007",1.00006383217574,17022.7296645325,18134.4917024395,0.00265077278123186,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t008",0.999995264392368,17504.8826330729,19692.3655776933,0.00258887099648291,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t009",0.999999328268574,18609.9387953197,19698.3815796705,0.0023377717346773,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t010",1.00012546710433,16786.0366938783,17823.7596471819,0.00242675124344955,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t011",1.00005197212576,18203.8968868332,19935.6624861594,0.00231312643777446,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t012",1.00002249449847,18155.8980045909,19249.7658780327,0.00228302282576275,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t013",1.00000622022047,17973.3794539432,19472.388334905,0.00223077182819322,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t014",1.00000885030569,17947.5430316687,18824.1231842746,0.00222270363313641,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_midpoint_t015",1.00018472757277,17046.2209505443,18971.7050013841,0.00222864462621432,TRUE
